EmployeeID,Age group,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Performance status ,Distance Status,Working_years
3189,30-45,No,Travel_Rarely,R&D,4,3,Medical,1,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,Low,Near-By,Btw 0-10
3190,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,Low,Near-By,Btw 0-10
3191,30-45,No,Travel_Rarely,R&D,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,Low,Near-By,Btw 11-20
3192,30-45,No,Travel_Frequently,R&D,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,High,Near-By,Btw 11-20
3193,45-60,No,Travel_Rarely,R&D,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,Low,Near-By,Btw 0-10
3194,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,Low,Near-By,Btw 0-10
3195,18-30,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,Low,Near-By,Btw 0-10
3196,18-30,Yes,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,Low,Near-By,Btw 0-10
3197,30-45,Yes,Travel_Frequently,R&D,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,Low,Far,Btw 0-10
3198,30-45,No,Non-Travel,R&D,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,Low,Near-By,Btw 0-10
3199,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,Low,Near-By,Btw 0-10
3200,18-30,No,Travel_Rarely,R&D,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,Low,Far,Btw 0-10
3201,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,High,Far,Btw 0-10
3202,18-30,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,Low,Near-By,Btw 0-10
3203,45-60,No,Travel_Rarely,R&D,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,Low,Far,Btw 0-10
3204,18-30,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,Low,Near-By,Btw 0-10
3205,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,Low,Far,Btw 0-10
3206,45-60,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,Low,Near-By,Btw 11-20
3207,30-45,No,Travel_Rarely,R&D,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,High,Far,Btw 0-10
3208,18-30,Yes,Travel_Rarely,R&D,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,Low,Far,Btw 0-10
3209,30-45,No,Travel_Rarely,R&D,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,Low,Far,Btw 11-20
3210,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,Low,Near-By,Btw 0-10
3211,45-60,Yes,Travel_Frequently,R&D,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,Low,Near-By,Btw 0-10
3212,30-45,No,Travel_Rarely,R&D,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,Low,Near-By,Btw 0-10
3213,18-30,No,Travel_Rarely,R&D,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,High,Near-By,Btw 0-10
3214,30-45,No,Travel_Rarely,Sales,1,3,Medical,1,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,3,Low,Near-By,Btw 0-10
3215,45-60,No,Travel_Rarely,R&D,2,3,Medical,1,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,Low,Near-By,Btw 0-10
3216,30-45,No,Travel_Frequently,R&D,3,4,Medical,1,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,Low,Near-By,Btw 11-20
3217,45-60,No,Travel_Rarely,R&D,7,1,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,Low,Near-By,Btw 0-10
3218,30-45,No,Travel_Rarely,Sales,6,3,Medical,1,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,High,Near-By,Btw 21-30
3219,45-60,No,Travel_Rarely,R&D,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,High,Near-By,Btw 0-10
3220,18-30,No,Travel_Frequently,R&D,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,Low,Very Far,Btw 0-10
3221,30-45,No,Travel_Rarely,R&D,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,Low,Near-By,Btw 21-30
3222,45-60,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,High,Near-By,Btw 0-10
3223,18-30,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,Low,Near-By,Btw 0-10
3224,30-45,No,Non-Travel,R&D,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,Low,Near-By,Btw 0-10
3225,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,Low,Near-By,Btw 0-10
3226,30-45,No,Non-Travel,R&D,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,Low,Near-By,Btw 0-10
3227,45-60,No,Travel_Frequently,R&D,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,High,Very Far,Btw 21-30
3228,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,Low,Near-By,Btw 0-10
3229,18-30,No,Travel_Rarely,R&D,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
3230,30-45,Yes,Travel_Frequently,R&D,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,High,Near-By,Btw 0-10
3231,30-45,No,Travel_Frequently,R&D,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,Low,Very Far,Btw 0-10
3232,30-45,No,Travel_Rarely,R&D,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,Low,Near-By,Btw 0-10
3233,18-30,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,Low,Far,Btw 0-10
3234,30-45,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,Low,Near-By,Btw 0-10
3235,45-60,No,Travel_Rarely,R&D,2,4,Medical,1,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,Low,Near-By,Btw 0-10
3236,30-45,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,Low,Near-By,Btw 0-10
3237,18-30,No,Travel_Rarely,R&D,10,3,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,Low,Near-By,Btw 0-10
3238,18-30,No,Travel_Rarely,Sales,20,3,Marketing,1,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,Low,Far,Btw 0-10
3239,45-60,No,Travel_Rarely,R&D,9,3,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,Low,Near-By,Btw 0-10
3240,30-45,No,Non-Travel,R&D,5,1,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,Low,Near-By,Btw 0-10
3241,30-45,No,Travel_Frequently,Sales,4,4,Life Sciences,1,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,1,4,3,1,3,Low,Near-By,Btw 0-10
3242,30-45,No,Travel_Rarely,Sales,10,3,Medical,1,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,Low,Near-By,Btw 0-10
3243,30-45,No,Travel_Rarely,R&D,20,3,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,Low,Far,Btw 0-10
3244,45-60,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,Low,Very Far,30?
3245,30-45,Yes,Travel_Rarely,R&D,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,Low,Near-By,Btw 0-10
3246,18-30,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,Low,Near-By,Btw 0-10
3247,45-60,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,Low,Near-By,Btw 0-10
3248,18-30,No,Travel_Rarely,R&D,23,1,Life Sciences,1,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,Low,Very Far,Btw 0-10
3249,45-60,Yes,Travel_Frequently,R&D,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4,13,1,8,2,5,1,3,2,3,3,3,3,Low,Near-By,Btw 0-10
3250,30-45,No,Travel_Rarely,R&D,12,3,Technical Degree,1,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,Low,Far,Btw 0-10
3251,45-60,Yes,Travel_Rarely,HR,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,Low,Near-By,Btw 0-10
3252,30-45,No,Non-Travel,R&D,7,2,Life Sciences,1,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,Low,Near-By,Btw 0-10
3253,45-60,No,Non-Travel,R&D,1,4,Life Sciences,1,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,Low,Near-By,Btw 0-10
3254,18-30,No,Travel_Frequently,R&D,2,2,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,1,4,3,3,3,Low,Near-By,Btw 0-10
3255,18-30,No,Travel_Rarely,R&D,10,2,Medical,1,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,3,Low,Near-By,Btw 0-10
3256,18-30,Yes,Travel_Rarely,R&D,15,2,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2,4,1,2,3,3,Low,Far,Btw 0-10
3257,30-45,No,Travel_Rarely,R&D,14,4,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,3,Low,Far,Btw 0-10
3258,45-60,No,Travel_Rarely,R&D,18,4,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,3,Low,Far,Btw 0-10
3259,18-30,No,Travel_Frequently,R&D,13,2,Life Sciences,1,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,3,Low,Far,Btw 0-10
3260,30-45,No,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,3,Low,Near-By,Btw 0-10
3261,30-45,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Female,2,Research Scientist,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,3,Low,Near-By,Btw 11-20
3262,30-45,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,1,Sales Representative,Single,103120,1,12,0,6,2,6,1,3,1,1,3,3,3,Low,Near-By,Btw 0-10
3263,30-45,No,Travel_Rarely,R&D,5,4,Medical,1,Male,3,Manager,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,3,Low,Near-By,Btw 0-10
3264,30-45,No,Travel_Rarely,R&D,20,3,Medical,1,Male,1,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,3,Low,Far,Btw 0-10
3265,30-45,No,Travel_Frequently,R&D,10,4,Medical,1,Male,2,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,3,Low,Near-By,Btw 0-10
3266,30-45,No,Travel_Rarely,R&D,10,3,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,4,High,Near-By,Btw 0-10
3267,30-45,No,Travel_Frequently,R&D,9,4,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,3,Low,Near-By,Btw 21-30
3268,18-30,Yes,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0,3,1,3,2,3,Low,Near-By,Btw 0-10
3269,18-30,No,Non-Travel,Sales,1,5,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,3,Low,Near-By,Btw 0-10
3270,45-60,No,Travel_Rarely,R&D,29,3,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,3,Low,Very Far,Btw 0-10
3271,45-60,No,Travel_Rarely,R&D,8,4,Life Sciences,1,Male,2,Sales Executive,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,3,Low,Near-By,Btw 0-10
3272,18-30,Yes,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,Low,Near-By,Btw 0-10
3273,30-45,No,Travel_Rarely,R&D,3,4,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,3,Low,Near-By,Btw 11-20
3274,30-45,Yes,Travel_Rarely,R&D,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5,16,2,6,3,3,0,2,1,1,3,2,3,Low,Very Far,Btw 0-10
3275,45-60,No,Travel_Rarely,R&D,6,4,Other,1,Male,2,Manager,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,3,Low,Near-By,Btw 21-30
3276,30-45,No,Travel_Rarely,Sales,6,3,Medical,1,Female,2,Sales Executive,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,4,High,Near-By,Btw 0-10
3277,18-30,No,Travel_Rarely,R&D,10,3,Other,1,Male,1,Research Scientist,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,3,Low,Near-By,Btw 0-10
3278,45-60,Yes,Travel_Rarely,R&D,24,3,Other,1,Female,2,Research Scientist,Single,43170,7,17,0,40,2,31,13,8,4,2,3,3,3,Low,Very Far,30?
3279,30-45,No,Travel_Rarely,Sales,10,4,Marketing,1,Female,1,Research Scientist,Single,26320,3,13,3,7,3,2,2,2,4,3,3,4,3,Low,Near-By,Btw 0-10
3280,30-45,No,Travel_Rarely,Sales,15,1,Marketing,1,Male,2,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2,4,4,3,3,3,Low,Far,Btw 0-10
3281,18-30,Yes,Travel_Rarely,R&D,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,3,3,2,2,3,Low,Far,Btw 0-10
3282,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4,3,2,3,3,3,Low,Near-By,Btw 0-10
3283,30-45,No,Travel_Rarely,R&D,3,1,Medical,1,Male,2,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8,3,3,3,2,3,Low,Near-By,Btw 11-20
3284,30-45,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,3,Manufacturing Director,Single,22380,6,14,0,10,3,1,0,0,1,3,3,3,3,Low,Near-By,Btw 0-10
3285,30-45,No,Travel_Rarely,R&D,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,13,0,12,3,0,0,0,3,4,2,3,3,Low,Near-By,Btw 0-10
3286,45-60,No,Travel_Rarely,R&D,10,4,Life Sciences,1,Male,1,Research Director,Single,56050,1,12,2,1,2,1,0,0,2,3,3,3,3,Low,Near-By,Btw 0-10
3287,30-45,No,Travel_Rarely,R&D,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1,15,0,10,3,9,7,8,2,2,2,3,3,Low,Far,Btw 0-10
3288,30-45,No,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2,1,1,2,3,3,Low,Near-By,Btw 0-10
3289,30-45,No,Travel_Frequently,R&D,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3,3,4,3,3,3,Low,Near-By,Btw 0-10
3290,45-60,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7,3,4,4,4,3,Low,Near-By,Btw 0-10
3291,45-60,Yes,Travel_Rarely,HR,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3,3,4,2,4,3,Low,Far,Btw 0-10
3292,30-45,No,Travel_Rarely,R&D,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0,2,1,3,2,3,Low,Very Far,Btw 0-10
3293,18-30,No,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1,21,1,9,2,9,0,8,3,4,3,2,4,High,Near-By,Btw 0-10
3294,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Male,1,Research Director,Single,108550,3,13,1,17,2,8,1,6,3,3,4,3,3,Low,Near-By,Btw 0-10
3295,18-30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1,12,0,8,3,8,7,5,2,2,3,2,3,Low,Near-By,Btw 0-10
3296,30-45,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0,17,0,4,2,3,0,2,3,1,1,3,3,Low,Near-By,Btw 0-10
3297,18-30,Yes,Travel_Frequently,R&D,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,23,0,8,2,8,1,7,3,3,3,3,4,High,Very Far,Btw 0-10
3298,18-30,No,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1,11,0,0,2,0,0,0,4,4,2,3,3,Low,Near-By,Btw 0-10
3299,45-60,No,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2,15,3,29,0,20,4,17,1,3,2,3,3,Low,Far,Btw 11-20
3300,30-45,No,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9,11,1,10,3,5,2,3,4,2,2,3,3,Low,Very Far,Btw 0-10
3301,18-30,No,Travel_Rarely,R&D,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7,11,3,6,5,4,0,1,1,1,2,4,3,Low,Far,Btw 0-10
3302,30-45,No,Travel_Rarely,R&D,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1,13,1,9,3,9,0,8,1,1,3,2,3,Low,Near-By,Btw 0-10
3303,30-45,No,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1,24,1,6,5,6,1,1,3,1,2,2,4,High,Near-By,Btw 0-10
3304,30-45,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1,13,0,18,2,18,4,11,2,4,2,3,3,Low,Near-By,Btw 11-20
3305,30-45,No,Travel_Rarely,R&D,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3,2,4,2,3,4,High,Near-By,Btw 0-10
3306,30-45,No,Travel_Frequently,R&D,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3,2,4,2,3,3,Low,Near-By,Btw 0-10
3307,45-60,No,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7,18,1,35,1,5,0,4,1,4,3,4,3,Low,Near-By,Btw 0-10
3308,45-60,No,Travel_Rarely,R&D,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2,4,1,3,3,3,Low,Near-By,Btw 0-10
3309,30-45,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5,12,0,9,4,5,1,3,3,3,2,1,3,Low,Near-By,Btw 0-10
3310,45-60,No,Travel_Frequently,R&D,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0,3,4,3,3,3,Low,Near-By,Btw 0-10
3311,30-45,No,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0,4,3,3,3,3,Low,Very Far,Btw 0-10
3312,18-30,No,Travel_Rarely,R&D,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4,2,4,3,3,3,Low,Very Far,Btw 0-10
3313,18-30,No,Travel_Rarely,R&D,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6,19,0,4,3,2,2,2,4,4,1,2,3,Low,Near-By,Btw 0-10
3314,30-45,No,Travel_Rarely,R&D,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2,1,4,2,3,3,Low,Very Far,Btw 0-10
3315,30-45,No,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2,2,4,3,2,3,Low,Far,Btw 0-10
3316,30-45,No,Travel_Rarely,R&D,14,3,Other,1,Male,2,Research Scientist,Married,39290,0,24,0,6,6,5,0,3,1,1,3,2,4,High,Far,Btw 0-10
3317,18-30,No,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3,3,1,3,3,3,Low,Far,Btw 0-10
3318,30-45,No,Travel_Rarely,R&D,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15,4,3,3,2,3,Low,Near-By,Btw 11-20
3319,30-45,Yes,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,10,7,8,4,2,2,4,3,Low,Near-By,Btw 0-10
3320,30-45,No,Non-Travel,R&D,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2,4,4,3,3,3,Low,Very Far,Btw 0-10
3321,18-30,No,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1,12,2,5,2,5,0,3,3,1,4,3,3,Low,Near-By,Btw 0-10
3322,45-60,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2,18,1,7,5,4,0,2,3,1,3,3,3,Low,Near-By,Btw 0-10
3323,18-30,No,Non-Travel,R&D,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0,22,1,6,3,5,3,4,1,4,2,3,4,High,Near-By,Btw 0-10
3324,30-45,No,Travel_Frequently,R&D,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1,13,1,10,3,10,5,3,2,2,3,2,3,Low,Far,Btw 0-10
3325,30-45,No,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0,13,0,3,3,2,1,2,2,2,3,4,3,Low,Very Far,Btw 0-10
3326,30-45,No,Travel_Rarely,R&D,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2,23,1,17,6,5,1,3,3,4,2,3,4,High,Far,Btw 0-10
3327,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3,12,1,8,3,6,0,2,4,4,3,3,3,Low,Far,Btw 0-10
3328,18-30,Yes,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6,12,0,5,2,3,0,2,2,3,3,3,3,Low,Near-By,Btw 0-10
3329,45-60,No,Travel_Rarely,R&D,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5,16,0,28,2,2,2,2,1,4,3,2,3,Low,Near-By,Btw 0-10
3330,30-45,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3,12,1,16,3,13,4,8,4,2,3,4,3,Low,Near-By,Btw 11-20
3331,30-45,No,Travel_Frequently,R&D,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5,11,0,10,1,5,0,0,3,4,3,1,3,Low,Far,Btw 0-10
3332,45-60,No,Travel_Rarely,R&D,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6,22,1,33,2,12,3,8,4,4,3,4,4,High,Near-By,Btw 11-20
3333,30-45,No,Travel_Frequently,R&D,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4,11,1,12,4,5,2,2,4,4,2,3,3,Low,Near-By,Btw 0-10
3334,45-60,No,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0,15,0,8,2,7,7,7,3,4,3,3,3,Low,Far,Btw 0-10
